"HowGood","-","-","less than
10","less than
$1M (USD)","Agriculture"
"GoCo.io","-","-","-","-","-"
"UTU","-","-","-","-","-"
"SUMO Scheduler","-","-","51 to 200","-","Information Technology"
"Traive","-","-","-","-","-"
"opendorse","-","2012","11 to 50","less than
$1M (USD)","-"
"Zaloni","Susan Cook","-","51 to 200","-","Information Technology"
"Broadvine","-","-","11 to 50","-","-"
"QueueDr","-","-","-","-","-"
"rosie","-","-","-","-","-"
"Respondent","-","-","-","-","Personal Consumer Services"
"EyeNetra","-","2012","11 to 50","$1M to $5M (USD)","-"
"RNN Group","-","2016","1001 to 5,000","-","Education"
"Thanks Again","-","-","-","-","-"
"Proficient Health","-","-","11 to 50","$1M to $5M (USD)","-"
"Percussion Software","-","-","-","-","-"
"StrongArm Technologies","-","2012","51 to 200","-","-"
"Chanty","-","-","11 to 50","-","-"
"KeyWee","-","2012","11 to 50","-","-"
"Global Vatax","-","-","-","-","-"
"IntelliCentrics","-","2007","51 to 200","$25M to $100M (USD)","Healthcare"
"Vivor","-","-","-","-","-"
"Nutshell","-","-","51 to 200","-","Personal Consumer Services"
"Verificient","-","-","-","-","-"
"Neota Logic","-","2010","11 to 50","less than
$1M (USD)","-"
"Defendify","-","-","-","-","-"
"Mantra Health","-","-","-","-","Healthcare"
"InXite Health Systems","-","-","11 to 50","-","-"
"BLOQ","-","-","-","-","-"
"Contract Logix","-","2006","11 to 50","$1M to $5M (USD)","-"
"DataChat","-","-","-","-","Information Technology"
"Quantaverse","-","-","less than
10","-","-"
"Medaxion","-","-","-","-","-"
"Cohesive Networks","-","-","-","-","-"
"Mission Secure","-","-","-","-","-"
"Welnys","-","-","-","-","-"
"FINTECH STUDIOS","-","-","-","-","-"
"Spur","-","-","11 to 50","-","Human Resources & Staffing"
"Dover Microsystems","-","-","-","-","-"
"Spire Labs","-","-","11 to 50","-","-"
"United Concierge Medicine","-","-","-","-","-"
"LearnLux","-","-","-","-","-"
"SpokeHub","-","-","-","-","-"
"ENVEIL","-","-","-","-","-"
"GreenLancer","-","2011","less than
10","less than
$1M (USD)","-"
"Consensus Point","-","-","11 to 50","less than
$1M (USD)","-"
"GoProcure","-","-","11 to 50","-","-"
"Evolven Software","-","-","11 to 50","$1M to $5M (USD)","-"
"Hyperactivate","-","-","-","-","-"
"Patientory","-","2015","11 to 50","-","-"
"AccuReg Software","-","2005","51 to 200","$5M to $25M (USD)","Healthcare"
"Permits","-","-","-","-","-"
"Ethopass","-","-","-","-","-"
"PatientWisdom","-","-","-","-","-"
"Unsupervised","-","-","11 to 50","-","-"
"AscendantFX","-","-","-","-","Financial Services"
"Wealth2k","-","-","-","-","-"
"Morphisec","-","2014","11 to 50","-","-"
"Talage","-","-","11 to 50","-","-"
"Elementus","-","-","11 to 50","-","-"
"Pharmapoint","-","-","-","-","Healthcare"
"MolecularMatch","-","-","less than
10","-","-"
"Blue Bite","-","2007","11 to 50","-","-"
"Olark","-","-","11 to 50","-","-"
"ConvertKit","-","2013","less than
10","less than
$1M (USD)","-"
"WatchTower Benefits","-","-","-","-","-"
"LawIQ","-","2015","11 to 50","-","-"
"TCARE","-","-","-","-","-"
"Experfy","-","-","11 to 50","-","Information Technology Support Services"
"AdMobilize","-","-","less than
10","less than
$1M (USD)","-"
"Bravely","-","-","11 to 50","-","-"
"RealAtom","-","-","11 to 50","-","-"
"Babel Health","-","2014","11 to 50","-","-"
"WEVO","-","-","51 to 200","-","-"
"iQuantifi","-","-","11 to 50","less than
$1M (USD)","-"
"InsuranceMenu","-","-","-","-","-"
"OS33","-","2003","less than
10","$1M to $5M (USD)","-"
"myCOI","-","-","51 to 200","-","Insurance"
"OrangeHRM","-","-","11 to 50","$5M to $25M (USD)","Information Technology"
"Legit","-","-","11 to 50","-","-"
"Health Decisions","-","-","-","-","-"
"COCONUT SOFTWARE","-","2007","11 to 50","-","-"
"WINMO","-","-","-","-","-"
"Skaffolder","-","-","-","-","-"
"Nudge","-","-","-","-","-"
"Markable","-","-","11 to 50","-","-"
"SWIFT SHIFT","-","2012","less than
10","-","Healthcare"
"OnlineMedEd","-","-","11 to 50","-","-"
"TalentQuest","-","1972","11 to 50","-","Information Technology"
"Hashed Health","-","-","-","-","-"
"PRINCETON BLUE","-","-","-","-","-"
"LiveShopper","-","-","-","-","-"
"logicpath","-","-","-","-","Management & Consulting"
"Cloud 9","-","-","less than
10","$1M to $5M (USD)","Transportation & Logistics"
"Agolo","-","-","11 to 50","-","-"
"PayKii","-","-","-","-","-"
"Recursive Labs","-","-","-","-","-"
"RevCascade","-","-","-","-","-"
"Telestax","-","-","51 to 200","$5M to $25M (USD)","-"
"Asset-Map","-","-","-","-","-"
"Welligent","-","2001","11 to 50","$5M to $25M (USD)","-"
"XAPPmedia","-","-","-","-","-"
"BLUEDOT株式会社","-","-","11 to 50","-","Manufacturing"
"MarketMan","-","2012","11 to 50","-","-"
"Text Request","-","-","11 to 50","-","-"
"Spiro","-","2014","11 to 50","-","-"
"GroupSense","-","-","11 to 50","-","-"
"Banyan Technology","-","-","11 to 50","$1M to $5M (USD)","-"
"D2I","-","2010","11 to 50","-","-"
"Cuseum","-","-","-","-","-"
"Dine Market","-","2014","11 to 50","-","-"
"SilverCloud Inc.","-","-","-","-","-"
"Picwell","-","2014","less than
10","less than
$1M (USD)","-"
"Blueport Commerce","-","2009","11 to 50","-","-"
"Maize Analytics","-","2015","11 to 50","-","-"
"Global Safety Management","-","-","11 to 50","-","-"
"iDashboards","-","2003","51 to 200","$5M to $25M (USD)","Software Development"
"Medinexo","-","-","11 to 50","-","-"
"neoEYED","-","-","-","-","-"
"AllocateRite","-","-","51 to 200","-","Internet & Web Services"
"SETVI","-","-","-","-","-"
"F#","-","-","-","-","-"
"Trendalytics","-","-","11 to 50","-","-"
"FEEX","-","-","less than
10","less than
$1M (USD)","-"
"Funding University","-","-","-","-","-"
"Losant","-","-","-","-","-"
"Iron Bridge","-","-","-","-","-"
"Mercaris","-","-","-","-","-"
"ThinkGenetic","-","-","-","-","-"
"PactSafe, Inc","-","-","11 to 50","-","-"
"Automobile Consumer Services","-","-","-","-","-"
"Etiometry","-","-","11 to 50","$1M to $5M (USD)","-"
"GreatHorn","-","-","-","-","-"
"Trusted Knight","-","-","-","-","-"
"Shareaholic","-","2009","less than
10","less than
$1M (USD)","-"
"Inmoji","-","2014","11 to 50","less than
$1M (USD)","-"
"LivingPath","-","-","-","-","-"
"Rallyverse","-","-","less than
10","-","-"
"OnTrak Software","-","-","51 to 200","-","-"
"Avhana Health","-","-","-","-","-"
"As You Stay","-","-","-","-","-"
"Hyr Medical","-","-","-","-","-"
"PhotoShelter","-","2005","11 to 50","$1M to $5M (USD)","-"
"Sudu","-","-","-","-","-"
"TOUCHCAST","-","-","51 to 200","-","-"
"Quorum Analytics","-","-","-","-","-"
"DISPEL","-","-","-","-","-"
"Qrvey","-","-","less than
10","less than
$1M (USD)","-"
"Admiral","-","1978","5,001 to 10,000","$100M to $500M (USD)","Financial Services"
"SmartGridCIS","-","-","-","-","-"
"Enacomm","-","-","-","-","-"
"Wellthy","-","-","less than
10","less than
$1M (USD)","-"
"Tritium Research Inc","-","-","-","-","-"
"Semcasting","-","2009","11 to 50","$1M to $5M (USD)","-"
"Swyfft","-","-","-","-","Insurance"
"1upHealth","-","-","11 to 50","-","-"
"Parlor","-","-","-","-","-"
"Venuetize","-","-","-","-","-"
"Acuity Link","-","-","-","-","-"
"Storj","-","-","-","-","-"
"Extraordinary Re","-","-","-","-","-"
"Genopalate","-","-","-","-","-"
"My Payment Network","-","-","-","-","-"
"Kolide","-","-","11 to 50","-","-"
"Overbond","-","2015","11 to 50","-","Information Technology"
"Equals 3","-","-","-","-","-"
"Blog Meets Brand","-","-","-","-","-"
"Leaf Global Fintech","-","-","-","-","-"
"Aladtec Inc.","-","2005","11 to 50","$1M to $5M (USD)","Information Technology"
"BillShark","-","-","11 to 50","-","-"
"SmartPay Solutions","-","-","-","-","-"
"GDS Link LLC","-","-","11 to 50","$1M to $5M (USD)","-"
"JadeTrack","-","-","-","-","-"
"AkkenCloud","-","-","-","-","-"
"Potentia Analytics","-","-","-","-","-"
"Mental Workout","-","-","-","-","-"
"BuySellAds","-","2008","11 to 50","$1M to $5M (USD)","-"
"Crafter Software","-","-","less than
10","less than
$1M (USD)","Information Technology"
"VIT Initiative","-","-","-","-","-"
"Caissa","-","-","-","-","-"
"EnterpriseWeb","-","-","-","-","-"
"Luminare","-","-","-","-","-"
"LOANSTAR","-","-","-","-","-"
"Quantifi Solutions","-","-","-","-","-"
"Makeswift","-","-","-","-","-"
"Vidrovr","-","-","-","-","-"
"GoGig","-","-","-","-","-"
"ChartFill","-","-","11 to 50","-","Healthcare"
"Staq","-","-","11 to 50","less than
$1M (USD)","-"
"Hippo","-","-","11 to 50","-","-"
"CyberScout","-","-","-","-","-"
"Monscierge","-","2009","11 to 50","$5M to $25M (USD)","-"
"2ULaundry","-","2015","11 to 50","-","Consumer Goods and Services"
"Goby","-","-","-","-","-"
"InfoPlus","-","-","-","-","-"
"SalesWarp","-","-","-","-","Software Development"
"Flip","-","-","less than
10","less than
$1M (USD)","Restaurants & Food Service"
"Nowsta","-","-","-","-","-"
"Avertra","-","2007","11 to 50","$1M to $5M (USD)","-"
"Fiducius","-","-","-","-","-"
"SCYTHE","-","2018","11 to 50","-","-"
"DIWO","-","-","-","-","-"
"Rocket Dollar","-","-","11 to 50","-","Financial Services"
"The Wireless Registry","-","-","-","-","-"
"Detective","-","2012","11 to 50","-","-"
"Cordata Healthcare Innovations","-","-","11 to 50","$1M to $5M (USD)","-"
"Futurestay","-","-","11 to 50","-","-"
"PadScouts","-","-","-","-","-"
"Cindicator","-","-","-","-","-"
"MYLO","-","-","51 to 200","-","-"
"Satelytics","-","-","11 to 50","-","Information Technology"
"Funding Metrics","-","-","51 to 200","-","Financial Services"
"DataKitchen","-","-","-","-","-"
"TK Interactive","-","-","51 to 200","-","-"
"Sustainable Minds","-","-","-","-","-"
"SNDR","-","-","-","-","-"
"MedPilot","-","-","-","-","-"
"MyDealerLot","-","-","-","-","-"
"Concertio","-","-","-","-","-"
"Catalogic Software","-","1968","51 to 200","$5M to $25M (USD)","-"
"Cake Insure","-","2017","11 to 50","-","-"
"Healthy Roster","-","-","-","-","-"
"4D Healthware","-","-","less than
10","-","-"
"FRND","-","-","-","-","-"
"MediSked","-","-","11 to 50","less than
$1M (USD)","-"
"eureQa","-","-","-","-","-"
"Boxcar","-","-","-","-","-"
"Manufacton","-","-","-","-","-"
"Accrue","-","-","11 to 50","-","-"
"Fraudlogix","-","-","-","-","-"
"SWEETEN","-","2011","less than
10","less than
$1M (USD)","-"
"HUX","-","-","11 to 50","-","-"
"AgendiZe","-","2003","less than
10","less than
$1M (USD)","-"
"CheckedUp","-","-","11 to 50","-","Advertising & Public Relations"
"FNEX","-","-","-","-","-"
"Utilize Health","-","-","less than
10","-","-"
"ExplORer Surgical","-","-","-","-","-"
"Mytonomy","-","-","-","-","-"
"Vendor Registry","-","-","less than
10","less than
$1M (USD)","-"
"TPG Rewards","-","-","11 to 50","$1M to $5M (USD)","-"
"Fibroblast","-","-","11 to 50","-","-"
"fetcher","-","-","51 to 200","-","Human Resources & Staffing"
"SimQuest","-","-","11 to 50","$1M to $5M (USD)","-"
"Crystal Media Networks","-","-","11 to 50","$1M to $5M (USD)","-"
"Biteline","-","-","-","-","Information Technology"
"Zestful","-","-","-","-","-"
"Predictronics","-","-","-","-","-"
"Vic.ai","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"BlueCheck","-","-","-","-","Information Technology"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"REsurety","-","2012","less than
10","less than
$1M (USD)","-"
"Speedeon Data","-","-","-","-","Personal Consumer Services"
"Lumavate","-","-","-","-","-"
"Convoke Systems","-","-","-","-","-"
"BUFFERZONE Security","-","-","-","-","-"
"Mavrck","-","2012","11 to 50","-","-"
"Vestorly","-","2013","less than
10","less than
$1M (USD)","-"
"Prodigo Solutions","-","-","51 to 200","-","-"
"FraudScope","-","-","11 to 50","-","-"
"AlertWatch","-","-","-","-","-"
"Hedgeye Risk Management","-","-","-","-","-"
"SendPulse","-","2015","11 to 50","-","-"
"Teramind","-","2014","51 to 200","-","-"
"NO NAME","-","-","-","-","-"
"SmartTouch Interactive","-","-","-","-","-"
"Selerix Systems","-","2002","11 to 50","-","-"
"BridgePay Network Solutions","-","-","less than
10","less than
$1M (USD)","-"
"Polyverse","-","-","-","-","-"
"cylera","-","-","-","-","-"
"Dearduck","-","-","-","-","-"
"ReachForce","-","2007","11 to 50","$5M to $25M (USD)","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"NO NAME","-","-","-","-","-"
"Balto Software","-","-","11 to 50","-","-"
"SmartFile","-","2009","11 to 50","-","-"
"Nudge","-","-","-","-","-"
"LiveProcess","-","-","11 to 50","$1M to $5M (USD)","-"
"InterviewJet","-","-","11 to 50","-","-"
"ArtBinder","-","-","-","-","-"
"Simple Life","-","-","-","-","-"
"Clarip","-","-","-","-","Software Development"
"SensorRx","-","-","11 to 50","-","-"
"TeliApp Corporation","-","-","less than
10","less than
$1M (USD)","-"
"EpiFinder","-","-","11 to 50","less than
$1M (USD)","-"
"Opencity","-","-","-","-","-"
"SIFT","-","2011","51 to 200","$1M to $5M (USD)","-"
"AUTHomate","-","-","-","-","-"
"Gozio","-","-","-","-","-"
"xtraCHEF","-","2016","11 to 50","-","Information Technology"
"Qualaris Healthcare Solutions","-","-","-","-","-"
"XMPro","-","2009","201 to 500","-","Information Technology"
"Snappy Kraken","-","-","-","-","-"
"UserIQ","-","2014","11 to 50","-","-"
"Particle Health","-","-","-","-","-"
"ViiMed","-","-","-","-","-"
"Beacon Technologies","-","1998","51 to 200","-","-"
"BlackStratus","-","2013","less than
10","less than
$1M (USD)","-"
"Aidin","-","-","less than
10","-","-"
"CentralBOS","-","2014","11 to 50","less than
$1M (USD)","-"
"Clowder","-","-","-","-","-"
"Paradigm Sample","-","-","11 to 50","-","-"
"YorN","-","-","-","-","-"
"CourseHorse","-","2011","less than
10","less than
$1M (USD)","-"
"Moxe Health","-","-","11 to 50","-","-"
"REscour","-","-","less than
10","less than
$1M (USD)","-"
"ProSymmetry","-","-","11 to 50","-","-"
"AssureSign","-","2007","11 to 50","-","-"
"Careloop","-","-","-","-","-"
"Cool Life CRM","-","-","-","-","-"
"Causam Energy","-","-","-","-","-"
"Oculus Health","-","-","less than
10","less than
$1M (USD)","-"
"Riverain Technologies","-","-","11 to 50","-","Software Development"
"GeneYouIn Inc","-","-","-","-","-"
"InterSeller","-","-","11 to 50","-","-"
"Facilio","-","-","-","-","-"
"COMPANY NAME","CEO","Founded","Company size","Revenue","Industry"
"SIMPLENIGHT","-","-","less than
10","$5M to $25M (USD)","-"
"NO NAME","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Apploi","Adam Lewis","2013","less than
10","-","Human Resources & Staffing"
"NO NAME","-","-","-","-","-"
"BlocPower","-","-","less than
10","less than
$1M (USD)","-"
"Solodev","-","-","11 to 50","-","-"
"Icare","-","-","1001 to 5,000","$100M to $500M (USD)","Primary & Secondary Schools"
"Home Captain","-","2013","11 to 50","-","-"
"SilverBills","-","-","-","-","-"
"Virgil Security","-","-","-","-","-"
"Visual Crossing","-","-","-","-","-"
"Sideqik","-","-","11 to 50","-","-"
"Teamwork.com","Peter Coppinger","-","201 to 500","-","Information Technology"
"iDriveYourCar","-","-","-","-","-"
"North Capital, LLC","-","-","-","-","-"
"RevLocal","Marc Hawk","2010","201 to 500","$5M to $25M (USD)","Retail & Wholesale"
"VALID8.COM","-","-","less than
10","less than
$1M (USD)","-"
"QuantConnect","-","2012","11 to 50","-","-"
"GreenLight Medical","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Cognosos","-","-","11 to 50","-","-"
"Conxeo","-","-","11 to 50","-","-"
"Groove","-","-","less than
10","less than
$1M (USD)","Retail & Wholesale"
"Realeflow","-","2006","less than
10","$1M to $5M (USD)","-"
"Perceivant","-","-","-","-","-"
"TrustLogics","-","-","-","-","-"
"Medtrics Lab","-","-","11 to 50","-","-"
"T-Pro Solutions","-","-","-","-","-"
"Optiosurgical","-","-","-","-","-"
"Lately","-","-","-","-","-"
"BrandYourself","-","2011","11 to 50","$5M to $25M (USD)","Personal Consumer Services"
"Auction Mobility","-","-","11 to 50","$1M to $5M (USD)","Information Technology"
"Cogensia","-","-","-","-","-"
"Intrigma","-","-","-","-","-"
"CircleLink Health","-","-","less than
10","less than
$1M (USD)","-"
"SmartPath Financial","-","-","11 to 50","-","-"
"Towny","Don Shafer","-","less than
10","-","Information Technology"
"Huddle","-","2006","51 to 200","-","Information Technology"
"NO NAME","-","-","-","-","-"
"ORBWEAVER","-","-","-","-","-"
"JobTarget","Andrew Banever","2001","51 to 200","$5M to $25M (USD)","Human Resources & Staffing"
"C3 Metrics","-","2010","11 to 50","$1M to $5M (USD)","-"
"MaxQ AI","-","-","-","-","-"
"Exago","-","-","11 to 50","-","-"
"PDWare","-","-","-","-","-"
"N DIMENSION SOLUTIONS","-","-","-","-","-"
"RoadSync","-","-","11 to 50","-","-"
"Tapple.io","-","-","-","-","-"
"TransCard","-","2012","11 to 50","$5M to $25M (USD)","-"
"Street Diligence","Stephen Hazelton, Founder & CEO","-","-","-","Information Technology"
"Stynt","-","-","11 to 50","-","-"
"emsCharts","-","-","-","-","-"
"Rosoka Software","-","-","-","-","-"
"Dominode","-","-","-","-","-"
"Babel Street","-","-","less than
10","less than
$1M (USD)","-"
"CodeMettle","-","-","11 to 50","$5M to $25M (USD)","-"
"Sunbird Software","-","-","-","-","-"
"SellerCloud","-","-","11 to 50","-","-"
"Sureshot","-","-","-","-","-"
"UltraLinq","-","-","-","-","-"
"akua","-","-","-","-","-"
"NO NAME","-","-","-","-","-"
"Shotfarm","-","2010","11 to 50","$1M to $5M (USD)","-"
"TorchLight","-","-","11 to 50","-","Advertising & Public Relations"
"AllClear ID","-","2004","51 to 200","$5M to $25M (USD)","-"
"Screen⁶","-","-","-","-","-"
"Invisalert Solutions","-","-","-","-","Information Technology"
"Eloquence Communications","-","-","less than
10","less than
$1M (USD)","-"
"CloudSmartz","-","-","-","-","-"
"Qlytics","-","-","-","-","-"
"CMP.LY","-","-","-","-","-"
"Canopy Lawn Care","Hunt Davis","-","51 to 200","-","Management & Consulting"
"Smartleaf","-","-","-","-","-"
"eTax Credit Exchange","-","-","-","-","-"
"AppSumo","-","-","-","-","-"
"gr8 People","-","-","-","-","Information Technology"
"AssetBook, LLC","-","-","11 to 50","$1M to $5M (USD)","-"
"Global IDs","-","-","51 to 200","$1M to $5M (USD)","-"
"Enhatch","-","-","less than
10","less than
$1M (USD)","-"
"inStream Media","-","-","-","-","-"
"ELLKAY","-","2002","11 to 50","$5M to $25M (USD)","Information Technology"
"Stackfolio","-","2015","11 to 50","-","-"
"Tidal Commerce","-","-","-","-","-"
"GovPilot","-","2014","11 to 50","-","-"
"PHRQL","-","-","-","-","-"
"James","-","-","201 to 500","$5M to $25M (USD)","Property Management"
"Impulsify","-","2013","11 to 50","-","-"
"MobileMonkey","-","-","-","-","-"
"PriceMDs","-","-","-","-","-"
"Tradespoon","-","-","less than
10","-","-"
"Istra","-","-","-","-","-"
"First Due","-","-","-","-","-"
"PAAY","-","-","-","-","-"
"SHOPEX","-","-","-","-","-"
"MediQuire","-","-","less than
10","less than
$1M (USD)","-"
"Gimme Vending","-","-","-","-","-"
"Blue Newt","-","-","-","-","-"
"Diyotta","-","-","-","-","-"
"Field Squared","-","-","less than
10","-","Information Technology"
"Pattern89","-","-","-","-","-"
"RevTrax","-","2008","51 to 200","-","-"
